Lead_ID,Email,Age,Region,Industry,Company_Size,Job_Level,Source,Profile_Type,Total_Sessions,Avg_Session_Duration_Min,Bounce_Rate,Total_Pages_Viewed,Unique_Pages_Viewed,Products_Viewed,Product_Detail_Views,Primary_Interest_Category,Secondary_Interest_Category,Added_To_Wishlist,Compared_Products,Used_Price_Filter,Used_Feature_Filter,Search_Queries_Count,Viewed_Pricing_Page,Pricing_Page_Views,Requested_Demo,Filled_Contact_Form,Downloaded_Resources,Watched_Videos,Video_Completion_Rate,Email_Opened,Email_Open_Rate,Email_Click_Rate,Emails_Replied,Subscribed_Newsletter,Initiated_Chat,Chat_Messages_Sent,Submitted_Support_Ticket,Days_Since_First_Visit,Days_Since_Last_Activity,Last_Activity_Type,Visit_Frequency_Per_Week,Avg_Time_Between_Visits,Returned_After_Exit,Deep_Page_Scroll,Preferred_Visit_Time,Device_Type,Engagement_Score,Lead_Converted
LEAD_02076,lead2076@example.com,30,Latin America,Finance,1-10,VP,Content Download,standard_lead,9,6.1,0.48,11,6,2,0,Custom Integration,Starter Package,0,0,0,1,3,0,0,0,0,1,0,0.0,0,0.16,0.0,1,0,0,0,0,13,13,Just Browsing,4.85,1.4,1,1,Morning (9-12),Mobile,5.85,0
LEAD_02077,lead2077@example.com,30,Africa,SaaS,51-200,Senior Manager,Email Campaign,standard_lead,3,1.5,0.67,8,4,2,1,API Access,Support Package,0,0,0,1,1,0,0,0,1,0,0,0.0,1,0.3,0.13,0,0,0,0,0,41,3,Abandoned Session,0.51,13.7,0,0,Evening (5-9),Mobile,10.65,0
LEAD_02078,lead2078@example.com,45,North America,Healthcare,51-200,Manager,LinkedIn,warm_lead,16,8.0,0.11,15,12,10,5,Analytics Add-on,Starter Package,0,0,1,0,6,1,3,0,1,2,0,0.0,1,0.71,0.3,4,0,0,0,0,15,1,Support Chat,7.47,0.9,1,1,Night (9-12),Desktop,74.7,1
LEAD_02079,lead2079@example.com,52,Middle East,SaaS,1-10,VP,Webinar,standard_lead,2,5.9,0.78,6,5,0,0,Support Package,Enterprise Solution,0,0,0,0,0,0,0,0,1,0,2,0.78,0,0.4,0.0,1,0,0,0,0,62,11,Email Click,0.23,31.0,0,0,Morning (9-12),Tablet,5.25,0
LEAD_02080,lead2080@example.com,55,North America,E-commerce,1-10,Individual Contributor,Webinar,standard_lead,5,7.4,0.65,10,7,2,0,Analytics Add-on,Training Module,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0.29,0.0,0,1,0,0,0,51,0,Email Click,0.69,10.2,1,1,Morning (9-12),Mobile,6.6,0
LEAD_02081,lead2081@example.com,30,North America,Retail,51-200,Manager,Email Campaign,standard_lead,6,9.2,0.79,13,10,2,1,Enterprise Solution,Premium Plan,0,0,1,0,1,0,0,0,0,0,1,0.78,1,0.31,0.14,2,0,0,0,0,7,7,Just Browsing,6.0,1.2,1,0,Evening (5-9),Tablet,9.8,0
LEAD_02082,lead2082@example.com,49,Asia Pacific,Manufacturing,1000+,C-Level,Webinar,hot_lead,13,7.5,0.17,23,15,7,3,Starter Package,Training Module,1,1,1,0,5,1,2,1,0,2,4,0.99,0,0.84,0.0,2,0,0,0,0,32,5,Demo Request,2.84,2.5,1,1,Afternoon (12-5),Desktop,72.35,1
LEAD_02083,lead2083@example.com,53,Africa,Retail,1000+,C-Level,Website,standard_lead,5,5.2,0.68,9,6,1,0,API Access,Custom Integration,0,1,0,0,0,0,0,0,0,0,1,0.72,0,0.54,0.0,0,1,0,0,0,78,5,Viewed Product,0.45,15.6,1,0,Morning (9-12),Desktop,0.5,0
LEAD_02084,lead2084@example.com,34,Middle East,Finance,1000+,Individual Contributor,Referral,standard_lead,5,1.5,0.44,6,5,3,1,Premium Plan,Custom Integration,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0.33,0.16,0,0,0,0,0,54,0,Viewed Product,0.65,10.8,1,1,Night (9-12),Mobile,12.05,0
LEAD_02085,lead2085@example.com,61,Europe,Education,1000+,VP,Website,standard_lead,5,1.6,0.53,6,5,2,1,Support Package,Custom Integration,0,0,0,0,0,0,0,0,0,1,0,0.0,1,0.36,0.2,0,1,0,0,0,13,1,Abandoned Session,2.69,2.6,1,0,Morning (9-12),Tablet,7.9,1
LEAD_02086,lead2086@example.com,50,North America,E-commerce,1-10,Manager,Google Ads,standard_lead,1,6.8,0.3,10,6,1,0,Starter Package,Analytics Add-on,0,0,0,1,2,0,0,0,0,1,0,0.0,0,0.32,0.0,1,1,0,0,0,69,6,Email Click,0.1,69.0,0,0,Evening (5-9),Mobile,3.4,0
LEAD_02087,lead2087@example.com,47,Africa,Manufacturing,51-200,Manager,Partner,engaged_smb,12,9.0,0.16,33,28,6,3,API Access,Starter Package,1,0,1,1,5,1,6,1,0,0,3,0.66,1,0.55,0.35,2,0,0,0,0,68,2,Support Chat,1.24,5.7,1,1,Morning (9-12),Desktop,76.2,1
LEAD_02088,lead2088@example.com,30,Middle East,Finance,1-10,Senior Manager,LinkedIn,standard_lead,7,5.8,0.51,7,4,1,0,Custom Integration,API Access,1,0,0,1,1,0,0,0,0,0,0,0.0,1,0.33,0.2,0,0,1,4,0,88,3,Abandoned Session,0.56,12.6,1,0,Afternoon (12-5),Tablet,18.6,0
LEAD_02089,lead2089@example.com,45,North America,Healthcare,201-1000,Director,Facebook,standard_lead,4,5.2,0.71,8,6,3,2,Starter Package,Training Module,0,0,0,1,1,1,6,0,0,0,0,0.0,0,0.23,0.0,0,1,0,0,0,83,6,Viewed Product,0.34,20.8,1,0,Evening (5-9),Mobile,22.8,0
LEAD_02090,lead2090@example.com,51,Latin America,Finance,11-50,VP,LinkedIn,standard_lead,4,4.2,0.61,7,5,5,3,Analytics Add-on,Custom Integration,0,0,0,1,2,0,0,0,0,3,0,0.0,1,0.35,0.21,0,0,0,0,0,2,2,Just Browsing,8.0,0.5,1,0,Afternoon (12-5),Mobile,20.8,0
LEAD_02091,lead2091@example.com,35,Africa,Technology,51-200,C-Level,Partner,standard_lead,3,2.8,0.48,7,5,1,0,Support Package,Starter Package,0,1,0,1,1,0,0,0,0,0,0,0.0,0,0.2,0.0,1,1,1,5,0,85,11,Email Click,0.25,28.3,0,0,Morning (9-12),Tablet,3.2,0
LEAD_02092,lead2092@example.com,28,Asia Pacific,Healthcare,51-200,C-Level,Partner,standard_lead,5,2.9,0.64,9,5,2,1,Starter Package,Premium Plan,0,0,0,1,0,0,0,0,0,1,0,0.0,0,0.38,0.0,2,0,0,0,0,58,11,Email Click,0.6,11.6,1,1,Night (9-12),Desktop,0.45,0
LEAD_02093,lead2093@example.com,57,Europe,E-commerce,201-1000,C-Level,Referral,hot_lead,10,17.2,0.19,38,29,6,3,Premium Plan,Enterprise Solution,0,1,0,0,5,1,8,1,1,3,0,0.0,1,0.43,0.22,1,1,0,0,0,53,1,Pricing Page,1.32,5.3,1,1,Evening (5-9),Mobile,85.6,1
LEAD_02094,lead2094@example.com,49,North America,Healthcare,51-200,Senior Manager,LinkedIn,warm_lead,15,12.4,0.06,30,26,8,5,Training Module,Starter Package,0,1,1,1,4,1,1,0,1,3,2,0.83,1,0.83,0.37,1,1,1,12,0,30,7,Demo Request,3.5,2.0,1,1,Evening (5-9),Desktop,81.9,1
LEAD_02095,lead2095@example.com,38,Middle East,Technology,51-200,Senior Manager,Cold Outreach,standard_lead,3,5.7,0.72,6,3,1,0,Premium Plan,Analytics Add-on,0,0,0,1,2,0,0,0,0,1,1,0.81,0,0.06,0.0,1,0,0,0,0,14,13,Viewed Product,1.5,4.7,0,0,Evening (5-9),Mobile,0.0,0
LEAD_02096,lead2096@example.com,29,Africa,Healthcare,1-10,Manager,Referral,standard_lead,3,0.7,0.58,4,3,2,1,API Access,Custom Integration,0,0,0,0,1,0,0,0,0,1,1,0.68,1,0.36,0.25,1,0,0,0,0,75,16,Viewed Product,0.28,25.0,0,1,Morning (9-12),Mobile,0.85,0
LEAD_02097,lead2097@example.com,44,Asia Pacific,Education,11-50,Manager,Website,standard_lead,4,6.9,0.39,8,6,7,3,Custom Integration,API Access,1,1,0,1,1,0,0,0,0,0,0,0.0,0,0.17,0.0,0,0,0,0,0,19,11,Email Click,1.47,4.8,1,1,Morning (9-12),Mobile,15.65,1
LEAD_02098,lead2098@example.com,40,North America,Healthcare,201-1000,Director,Webinar,hot_lead,14,9.8,0.08,21,16,11,5,Support Package,Analytics Add-on,0,0,1,1,2,1,2,1,1,5,2,0.68,1,0.63,0.32,4,1,1,9,1,13,7,Demo Request,7.54,0.9,1,1,Night (9-12),Desktop,101.7,1
LEAD_02099,lead2099@example.com,37,Europe,Healthcare,51-200,C-Level,Trade Show,standard_lead,6,5.2,0.47,9,6,2,0,API Access,Enterprise Solution,0,0,1,0,1,0,0,0,0,0,0,0.0,1,0.34,0.15,0,0,0,0,0,78,5,Viewed Product,0.54,13.0,1,0,Afternoon (12-5),Mobile,8.6,0
LEAD_02100,lead2100@example.com,42,Latin America,E-commerce,201-1000,Senior Manager,Cold Outreach,standard_lead,7,2.3,0.72,5,4,4,2,Enterprise Solution,Premium Plan,0,0,0,0,1,1,5,0,0,0,1,0.71,0,0.34,0.0,0,0,0,0,0,9,9,Email Click,5.44,1.3,1,0,Evening (5-9),Mobile,23.35,0
LEAD_02101,lead2101@example.com,47,Europe,Manufacturing,11-50,Director,Referral,engaged_smb,12,11.8,0.14,28,18,9,4,Enterprise Solution,Premium Plan,0,1,1,0,2,1,6,0,1,2,3,0.74,1,0.94,0.53,2,1,1,10,1,64,3,Form Submission,1.31,5.3,1,1,Afternoon (12-5),Desktop,89.7,1
LEAD_02102,lead2102@example.com,28,Asia Pacific,Real Estate,201-1000,VP,Partner,hot_lead,11,9.9,0.11,21,18,13,5,Analytics Add-on,Training Module,0,1,0,0,3,1,2,1,0,2,3,0.87,0,0.65,0.0,0,1,1,3,0,16,5,Demo Request,4.81,1.5,1,1,Afternoon (12-5),Mobile,78.75,1
LEAD_02103,lead2103@example.com,43,Africa,Education,201-1000,VP,Email Campaign,standard_lead,3,5.4,0.45,8,6,4,3,Custom Integration,Support Package,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0.48,0.0,0,0,0,0,1,58,22,Just Browsing,0.36,19.3,0,1,Afternoon (12-5),Desktop,0.0,0
LEAD_02104,lead2104@example.com,46,North America,Consulting,11-50,Senior Manager,Facebook,standard_lead,5,2.5,0.65,12,9,1,0,Premium Plan,Support Package,0,0,0,0,2,0,0,0,1,1,0,0.0,0,0.59,0.0,0,0,0,0,0,61,35,Just Browsing,0.57,12.2,1,0,Evening (5-9),Mobile,0.0,0
LEAD_02105,lead2105@example.com,37,Asia Pacific,Real Estate,51-200,Manager,Facebook,standard_lead,3,2.6,0.54,16,12,1,0,Analytics Add-on,Custom Integration,0,0,0,0,2,1,2,0,0,1,1,0.81,1,0.03,0.02,0,1,0,0,0,85,18,Viewed Product,0.25,28.3,0,1,Afternoon (12-5),Desktop,8.7,1
LEAD_02106,lead2106@example.com,30,North America,Healthcare,51-200,VP,Cold Outreach,standard_lead,3,3.4,0.85,8,6,1,0,API Access,Analytics Add-on,0,1,0,0,0,0,0,1,0,0,0,0.0,1,0.13,0.09,0,1,0,0,0,72,7,Email Click,0.29,24.0,0,0,Morning (9-12),Desktop,6.2,1
LEAD_02107,lead2107@example.com,44,Africa,Technology,201-1000,VP,Email Campaign,standard_lead,5,5.0,0.92,5,3,3,2,Training Module,Support Package,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.22,0.0,1,1,0,0,1,13,2,Just Browsing,2.69,2.6,1,0,Afternoon (12-5),Desktop,3.4,0
LEAD_02108,lead2108@example.com,47,Latin America,Technology,51-200,Individual Contributor,Webinar,standard_lead,9,5.5,0.71,9,5,3,2,Analytics Add-on,Starter Package,0,0,1,0,2,0,0,0,0,0,0,0.0,0,0.41,0.0,1,0,0,0,0,26,6,Viewed Product,2.42,2.9,1,1,Night (9-12),Desktop,11.45,1
LEAD_02109,lead2109@example.com,48,Asia Pacific,Retail,51-200,Manager,Cold Outreach,standard_lead,10,2.7,0.56,15,11,2,1,Enterprise Solution,Premium Plan,0,0,1,0,0,1,3,0,0,0,0,0.0,1,0.04,0.02,0,0,0,0,0,83,5,Abandoned Session,0.84,8.3,1,0,Afternoon (12-5),Mobile,23.35,0
LEAD_02110,lead2110@example.com,44,Asia Pacific,E-commerce,201-1000,Individual Contributor,Facebook,standard_lead,8,6.3,0.64,6,4,2,1,Custom Integration,Training Module,1,0,0,0,0,0,0,0,0,1,0,0.0,1,0.35,0.15,0,1,0,0,0,7,7,Abandoned Session,8.0,0.9,1,1,Afternoon (12-5),Tablet,13.05,0
LEAD_02111,lead2111@example.com,39,Asia Pacific,Finance,11-50,Director,Facebook,standard_lead,6,4.6,0.42,6,5,3,2,Support Package,API Access,0,1,0,1,2,0,0,0,0,0,1,0.99,0,0.2,0.0,0,0,0,0,0,31,0,Abandoned Session,1.35,5.2,1,0,Afternoon (12-5),Mobile,12.5,0
LEAD_02112,lead2112@example.com,36,Africa,Education,51-200,Manager,Email Campaign,standard_lead,6,4.2,0.78,4,2,0,0,Custom Integration,Enterprise Solution,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.38,0.0,0,0,1,6,0,30,8,Viewed Product,1.4,5.0,1,1,Afternoon (12-5),Tablet,7.1,0
LEAD_02113,lead2113@example.com,41,Africa,Education,51-200,Senior Manager,Cold Outreach,standard_lead,3,5.4,0.53,8,5,2,1,Support Package,Starter Package,1,0,0,0,0,1,2,0,0,0,0,0.0,0,0.15,0.0,1,0,0,0,0,40,1,Email Click,0.53,13.3,0,1,Night (9-12),Mobile,20.2,0
LEAD_02114,lead2114@example.com,48,Asia Pacific,Manufacturing,51-200,Director,Webinar,warm_lead,16,12.5,0.28,29,17,8,4,Training Module,API Access,1,0,1,1,3,1,2,1,0,2,1,0.83,1,0.78,0.32,2,1,1,13,0,62,7,Support Chat,1.81,3.9,1,1,Morning (9-12),Desktop,82.05,1
LEAD_02115,lead2115@example.com,39,Asia Pacific,Finance,51-200,VP,Google Ads,standard_lead,6,3.1,0.79,14,11,1,0,Premium Plan,API Access,0,0,0,1,3,0,0,0,0,2,0,0.0,1,0.34,0.17,0,0,0,0,0,8,8,Abandoned Session,5.25,1.3,1,1,Night (9-12),Desktop,4.85,0
LEAD_02116,lead2116@example.com,37,Latin America,Consulting,201-1000,Senior Manager,Google Ads,standard_lead,6,4.7,0.55,10,7,4,2,Support Package,API Access,0,0,0,0,2,0,0,0,0,0,2,0.78,0,0.43,0.0,1,0,1,8,0,21,9,Email Click,2.0,3.5,1,1,Evening (5-9),Desktop,17.95,1
LEAD_02117,lead2117@example.com,39,Europe,E-commerce,11-50,Director,Trade Show,standard_lead,7,4.3,0.45,13,10,1,0,Premium Plan,API Access,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0.44,0.3,0,0,0,0,0,34,32,Just Browsing,1.44,4.9,1,1,Afternoon (12-5),Mobile,0.0,0
LEAD_02118,lead2118@example.com,40,Middle East,Real Estate,1-10,Senior Manager,LinkedIn,standard_lead,3,3.6,0.46,5,4,5,2,Premium Plan,Support Package,0,1,1,0,0,0,0,1,1,0,0,0.0,1,0.57,0.34,1,0,0,0,0,16,0,Viewed Product,1.31,5.3,0,0,Afternoon (12-5),Mobile,38.0,1
LEAD_02119,lead2119@example.com,51,Africa,E-commerce,1000+,Senior Manager,Webinar,standard_lead,8,4.4,0.42,14,12,3,1,Premium Plan,Analytics Add-on,0,0,0,0,3,1,3,0,0,1,0,0.0,1,0.34,0.24,0,0,0,0,0,14,10,Email Click,4.0,1.8,1,1,Evening (5-9),Desktop,25.4,1
LEAD_02120,lead2120@example.com,39,Middle East,SaaS,51-200,VP,Google Ads,standard_lead,6,0.5,0.43,7,6,1,0,API Access,Enterprise Solution,0,0,0,1,0,0,0,0,1,0,1,0.81,0,0.25,0.0,0,0,0,0,0,33,12,Email Click,1.27,5.5,1,0,Afternoon (12-5),Mobile,7.95,0
LEAD_02121,lead2121@example.com,47,Asia Pacific,Finance,11-50,Director,Email Campaign,standard_lead,12,7.8,0.3,3,2,5,3,API Access,Analytics Add-on,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0.25,0.0,0,1,0,0,0,29,1,Email Click,2.9,2.4,1,0,Morning (9-12),Desktop,24.5,0
LEAD_02122,lead2122@example.com,49,Europe,SaaS,201-1000,Senior Manager,Facebook,standard_lead,2,1.6,0.52,13,8,3,1,API Access,Premium Plan,0,1,0,0,0,0,0,0,0,0,1,0.84,1,0.18,0.12,0,0,0,0,0,13,11,Just Browsing,1.08,6.5,0,1,Night (9-12),Mobile,0.0,0
LEAD_02123,lead2123@example.com,43,Africa,Consulting,51-200,Manager,Email Campaign,standard_lead,7,3.6,0.63,8,6,4,2,Support Package,Analytics Add-on,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0.27,0.0,0,0,0,0,0,59,9,Just Browsing,0.83,8.4,1,0,Night (9-12),Desktop,11.4,0
LEAD_02124,lead2124@example.com,32,North America,Retail,201-1000,VP,Webinar,hot_lead,15,7.1,0.21,20,17,8,5,Starter Package,Analytics Add-on,0,1,1,0,3,1,4,0,1,8,1,0.7,1,0.97,0.43,2,0,1,5,0,46,1,Form Submission,2.28,3.1,1,0,Night (9-12),Desktop,99.85,1
LEAD_02125,lead2125@example.com,43,Africa,Finance,11-50,Director,Facebook,standard_lead,7,3.9,0.44,9,6,1,0,Training Module,Custom Integration,0,0,1,0,2,0,0,1,0,1,1,0.88,0,0.39,0.0,0,0,0,0,0,19,5,Viewed Product,2.58,2.7,1,1,Afternoon (12-5),Desktop,23.85,1
LEAD_02126,lead2126@example.com,32,Asia Pacific,Finance,11-50,Manager,Referral,engaged_smb,13,17.2,0.19,16,12,4,2,Support Package,Starter Package,1,1,0,1,5,1,2,1,1,2,3,0.88,0,0.48,0.0,3,1,0,0,0,86,3,Support Chat,1.06,6.6,1,1,Afternoon (12-5),Desktop,76.9,1
LEAD_02127,lead2127@example.com,57,Latin America,Healthcare,1-10,C-Level,Email Campaign,standard_lead,3,3.1,0.52,8,6,3,2,Analytics Add-on,Training Module,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0.42,0.22,0,0,0,0,0,3,3,Email Click,6.0,1.0,0,0,Night (9-12),Mobile,6.05,0
LEAD_02128,lead2128@example.com,59,Africa,Retail,1-10,C-Level,Referral,standard_lead,2,4.2,0.57,12,8,2,1,Starter Package,Analytics Add-on,0,1,1,0,0,0,0,0,0,1,2,0.97,0,0.06,0.0,0,0,0,0,0,72,16,Email Click,0.19,36.0,0,0,Morning (9-12),Mobile,4.9,0
LEAD_02129,lead2129@example.com,23,Middle East,Finance,1-10,Director,Facebook,standard_lead,5,3.9,0.38,14,9,2,1,Support Package,Premium Plan,0,0,0,0,0,1,2,0,0,0,0,0.0,0,0.43,0.0,1,0,0,0,0,34,2,Just Browsing,1.03,6.8,1,0,Morning (9-12),Mobile,17.05,1
LEAD_02130,lead2130@example.com,41,Asia Pacific,SaaS,11-50,Individual Contributor,Partner,standard_lead,6,1.3,0.47,9,7,1,0,API Access,Premium Plan,0,0,1,0,2,0,0,0,0,0,2,0.92,0,0.43,0.0,0,0,0,0,0,66,18,Just Browsing,0.64,11.0,1,0,Morning (9-12),Desktop,1.95,1
LEAD_02131,lead2131@example.com,41,Latin America,Technology,201-1000,C-Level,Cold Outreach,standard_lead,2,4.4,0.3,12,7,2,1,API Access,Analytics Add-on,0,0,1,0,0,0,0,1,0,0,1,0.64,0,0.57,0.0,1,0,0,0,0,29,29,Just Browsing,0.48,14.5,0,0,Evening (5-9),Mobile,8.2,0
LEAD_02132,lead2132@example.com,56,Latin America,Consulting,11-50,VP,Partner,standard_lead,6,3.8,0.54,7,4,3,2,Enterprise Solution,Premium Plan,0,0,1,0,0,0,0,1,0,0,1,0.8,1,0.38,0.23,0,0,0,0,0,72,0,Viewed Product,0.58,12.0,1,0,Night (9-12),Mobile,28.2,0
LEAD_02133,lead2133@example.com,27,Asia Pacific,Healthcare,1000+,Manager,Website,standard_lead,7,5.5,0.41,9,6,2,1,Starter Package,Analytics Add-on,0,0,0,0,0,1,3,0,1,0,0,0.0,1,0.33,0.13,0,0,0,0,0,29,3,Abandoned Session,1.69,4.1,1,1,Night (9-12),Desktop,31.95,1
LEAD_02134,lead2134@example.com,36,Asia Pacific,Education,201-1000,Director,Referral,hot_lead,14,8.1,0.19,37,25,14,7,Premium Plan,Custom Integration,0,1,0,0,4,1,2,1,1,4,3,0.99,1,0.62,0.33,2,1,1,4,0,86,2,Support Chat,1.14,6.1,1,0,Afternoon (12-5),Desktop,104.95,1
LEAD_02135,lead2135@example.com,47,Europe,SaaS,201-1000,Director,Partner,hot_lead,15,11.4,0.1,24,21,8,4,Analytics Add-on,Premium Plan,1,0,1,0,2,1,3,1,0,4,0,0.0,1,0.83,0.55,1,0,1,13,0,38,2,Support Chat,2.76,2.5,1,0,Afternoon (12-5),Desktop,92.8,1
LEAD_02136,lead2136@example.com,39,Africa,Retail,201-1000,C-Level,Referral,hot_lead,10,6.3,0.3,20,16,7,5,Premium Plan,Support Package,1,1,1,1,5,1,5,0,1,5,1,0.68,0,0.88,0.0,2,0,1,10,0,30,0,Demo Request,2.33,3.0,1,0,Evening (5-9),Tablet,88.55,1
LEAD_02137,lead2137@example.com,52,Latin America,SaaS,1000+,VP,Cold Outreach,standard_lead,6,6.0,0.6,7,4,2,0,Premium Plan,Support Package,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0.74,0.0,0,1,0,0,0,3,3,Abandoned Session,12.0,0.5,1,1,Afternoon (12-5),Mobile,15.2,0
LEAD_02138,lead2138@example.com,40,Asia Pacific,Healthcare,51-200,VP,LinkedIn,standard_lead,5,5.6,0.6,11,8,0,0,Starter Package,Premium Plan,0,0,0,0,0,0,0,1,0,1,0,0.0,0,0.32,0.0,0,1,0,0,0,64,8,Abandoned Session,0.55,12.8,1,0,Morning (9-12),Desktop,11.8,0
LEAD_02139,lead2139@example.com,31,Asia Pacific,Consulting,201-1000,Individual Contributor,Facebook,standard_lead,7,5.4,0.58,6,5,1,0,Custom Integration,Analytics Add-on,0,0,0,0,2,0,0,1,0,0,0,0.0,0,0.56,0.0,1,0,0,0,0,83,25,Abandoned Session,0.59,11.9,1,1,Morning (9-12),Mobile,4.2,0
LEAD_02140,lead2140@example.com,29,Africa,Healthcare,1000+,Senior Manager,Email Campaign,standard_lead,6,3.1,0.59,13,9,4,2,Analytics Add-on,Premium Plan,1,0,0,0,1,0,0,1,1,0,0,0.0,0,0.42,0.0,0,0,0,0,0,23,23,Email Click,1.83,3.8,1,1,Afternoon (12-5),Mobile,24.25,1
LEAD_02141,lead2141@example.com,46,Africa,SaaS,1-10,Individual Contributor,LinkedIn,standard_lead,5,1.4,0.64,8,5,1,0,Enterprise Solution,Custom Integration,0,0,0,1,0,0,0,0,0,1,1,0.94,0,0.22,0.0,0,0,1,7,0,53,1,Abandoned Session,0.66,10.6,1,0,Afternoon (12-5),Mobile,12.0,0
LEAD_02142,lead2142@example.com,22,Middle East,Manufacturing,1000+,Director,Website,standard_lead,3,4.9,0.53,10,6,0,0,Support Package,Premium Plan,0,0,0,0,0,0,0,0,0,2,1,0.67,1,0.18,0.07,1,0,0,0,0,55,55,Abandoned Session,0.38,18.3,0,0,Night (9-12),Desktop,0.0,0
LEAD_02143,lead2143@example.com,35,North America,Manufacturing,1000+,Manager,LinkedIn,standard_lead,2,6.1,0.68,7,5,0,0,Support Package,Enterprise Solution,0,0,1,1,1,0,0,0,0,1,0,0.0,1,0.19,0.13,0,0,0,0,0,66,13,Email Click,0.21,33.0,0,0,Afternoon (12-5),Mobile,0.15,0
LEAD_02144,lead2144@example.com,25,North America,Consulting,11-50,Manager,Trade Show,standard_lead,3,5.4,0.64,12,7,3,1,Analytics Add-on,API Access,0,0,0,1,0,0,0,0,0,0,0,0.0,1,0.45,0.2,0,0,0,0,0,54,39,Email Click,0.39,18.0,0,1,Night (9-12),Mobile,0.0,0
LEAD_02145,lead2145@example.com,22,Africa,SaaS,11-50,Manager,LinkedIn,standard_lead,6,4.4,0.48,10,7,4,2,Custom Integration,Training Module,1,0,0,1,1,1,4,0,1,0,1,0.92,0,0.3,0.0,0,0,0,0,0,58,2,Email Click,0.72,9.7,1,0,Night (9-12),Tablet,42.5,0
LEAD_02146,lead2146@example.com,42,Europe,Education,201-1000,VP,Cold Outreach,standard_lead,3,3.5,0.57,10,8,2,1,Training Module,Analytics Add-on,0,0,0,0,2,0,0,0,0,1,0,0.0,1,0.61,0.27,0,0,0,0,0,76,3,Viewed Product,0.28,25.3,0,1,Night (9-12),Desktop,7.55,0
LEAD_02147,lead2147@example.com,39,Africa,Retail,1000+,C-Level,Facebook,standard_lead,11,0.5,0.34,9,6,0,0,Enterprise Solution,Starter Package,0,0,1,0,1,0,0,0,1,1,1,0.89,1,0.26,0.15,0,0,0,0,0,51,6,Abandoned Session,1.51,4.6,1,0,Afternoon (12-5),Mobile,23.65,1
LEAD_02148,lead2148@example.com,39,Europe,Education,11-50,VP,Partner,standard_lead,8,4.3,0.56,9,6,0,0,Starter Package,Enterprise Solution,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.56,0.0,0,0,0,0,0,69,7,Abandoned Session,0.81,8.6,1,0,Morning (9-12),Mobile,0.0,0
LEAD_02149,lead2149@example.com,35,Middle East,Real Estate,1000+,VP,Webinar,hot_lead,19,11.6,0.17,30,19,11,5,Training Module,Support Package,1,1,1,1,6,1,3,1,0,0,1,0.7,1,0.84,0.5,4,0,0,0,0,89,0,Demo Request,1.49,4.7,1,1,Evening (5-9),Mobile,85.0,1
LEAD_02150,lead2150@example.com,43,Asia Pacific,SaaS,11-50,Individual Contributor,Trade Show,standard_lead,6,4.7,0.45,10,6,1,0,Starter Package,API Access,0,1,0,0,1,0,0,0,0,1,0,0.0,0,0.22,0.0,0,1,0,0,0,69,56,Abandoned Session,0.61,11.5,1,0,Morning (9-12),Desktop,0.0,0
LEAD_02151,lead2151@example.com,28,Africa,SaaS,1000+,Manager,Cold Outreach,standard_lead,3,2.2,0.67,8,6,2,1,Analytics Add-on,Starter Package,0,1,1,0,1,0,0,0,0,0,1,0.63,0,0.09,0.0,0,1,0,0,0,52,24,Viewed Product,0.4,17.3,0,1,Evening (5-9),Mobile,0.0,0
LEAD_02152,lead2152@example.com,53,Asia Pacific,Finance,201-1000,Manager,Google Ads,standard_lead,6,1.7,0.61,10,7,5,3,Custom Integration,API Access,0,0,0,0,0,0,0,0,0,0,2,0.75,1,0.22,0.14,0,1,0,0,0,89,24,Viewed Product,0.47,14.8,1,0,Afternoon (12-5),Desktop,3.45,0
LEAD_02153,lead2153@example.com,30,Asia Pacific,Finance,1-10,Manager,Webinar,standard_lead,4,1.2,0.36,8,5,0,0,Training Module,Support Package,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0.3,0.19,0,0,0,0,0,47,0,Abandoned Session,0.6,11.8,1,0,Morning (9-12),Mobile,6.1,0
LEAD_02154,lead2154@example.com,28,Asia Pacific,Healthcare,51-200,Director,Referral,engaged_smb,12,5.6,0.22,26,21,4,2,Custom Integration,Analytics Add-on,1,1,0,0,6,1,6,0,0,1,0,0.0,1,0.65,0.43,1,0,0,0,0,23,2,Demo Request,3.65,1.9,1,1,Evening (5-9),Tablet,52.3,1
LEAD_02155,lead2155@example.com,25,Middle East,Education,201-1000,Director,Email Campaign,standard_lead,8,4.8,0.51,12,7,1,0,API Access,Custom Integration,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.41,0.0,0,0,0,0,0,72,52,Just Browsing,0.78,9.0,1,0,Afternoon (12-5),Mobile,0.0,0
